fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,label,quality,price,índice invertido,country,province,taster_name
6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,Bom,5,5.0,857,France,Burgundy,Roger Voss
11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,Bom,5,14.0,856,US,California,Virginie Boone
11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,Bom,5,27.0,855,Italy,Piedmont,Kerin O’Keefe
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,Muito bom,6,12.0,854,Portugal,Alentejo,Roger Voss
8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,Muito bom,6,1.0,853,Australia,Australia Other,Joe Czerwinski
8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,Bom,5,34.0,852,US,California,
7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,Muito bom,6,,851,US,New York,Anna Lee C. Iijima
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,Muito bom,6,32.0,850,France,Alsace,Roger Voss
8.3,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,9.5,Bom,5,5.0,849,US,California,
8.3,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,9.5,Bom,5,21.0,848,Chile,Central Valley,Michael Schachner
7.6,0.54,0.13,2.5,0.097,24.0,66.0,0.99785,3.39,0.61,9.4,Bom,5,26.0,847,France,Alsace,Roger Voss
8.3,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,9.5,Bom,5,50.0,846,US,California,
7.8,0.48,0.68,1.7,0.415,14.0,32.0,0.99656,3.09,1.06,9.1,Muito bom,6,41.0,845,Spain,Northern Spain,Michael Schachner
7.8,0.91,0.07,1.9,0.058,22.0,47.0,0.99525,3.51,0.43,10.7,Muito bom,6,3.0,844,US,California,
6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,Muito bom,6,15.0,843,US,California,
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,Bom,5,11.0,842,US,California,
8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,Bom,5,25.0,841,US,California,
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,Bom,5,45.0,840,US,California,Virginie Boone
9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,Bom,5,23.0,839,US,California,
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,Bom,5,25.0,838,Chile,Colchagua Valley,Michael Schachner
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,Muito bom,6,46.0,837,Spain,Northern Spain,Michael Schachner
9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,Bom,5,46.0,836,Spain,Northern Spain,Michael Schachner
9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,Muito bom,6,13.0,835,US,California,
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,Muito bom,6,32.0,834,US,California,
8.8,0.59,0.18,2.9,0.08900000000000001,12.0,74.0,0.99738,3.14,0.54,9.4,Bom,5,49.0,833,Australia,Tasmania,Joe Czerwinski
7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,Bom,5,30.0,832,Spain,Northern Spain,Michael Schachner
7.1,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,Muito bom,6,37.0,831,Australia,Australia Other,Joe Czerwinski
7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,Bom,5,4.0,830,Italy,Southern Italy,
7.1,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,Muito bom,6,25.0,829,France,Champagne,Roger Voss
9.4,0.685,0.26,2.4,0.08199999999999999,23.0,143.0,0.9978,3.28,0.55,9.4,Bom,5,43.0,828,US,California,
9.5,0.57,0.27,2.3,0.08199999999999999,23.0,144.0,0.99782,3.27,0.55,9.4,Bom,5,19.0,827,France,Champagne,Roger Voss
7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,Muito bom,6,12.0,826,Portugal,Alentejo,Roger Voss
7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,Muito bom,6,4.0,825,US,Oregon,Paul Gregutt
7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,Bom,5,7.0,824,US,Oregon,Paul Gregutt
6.9,0.765,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6,10.3,Muito bom,6,12.0,823,France,Champagne,Roger Voss
6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,Muito bom,6,43.0,822,Italy,Northeastern Italy,
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,Bom,5,4.0,821,US,Oregon,Paul Gregutt
7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,Bom,5,33.0,820,France,Champagne,Roger Voss
7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,Muito bom,6,50.0,819,Italy,Tuscany,
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,Bom,5,4.0,818,Italy,Northeastern Italy,
9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,Bom,5,11.0,817,US,California,
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,Bom,5,31.0,816,US,California,
7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,Bom,5,9.0,815,Portugal,Douro,Roger Voss
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,Bom,5,26.0,814,Argentina,Other,Michael Schachner
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,Bom,5,12.0,813,Portugal,Douro,Roger Voss
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,Muito bom,6,11.0,812,US,California,Virginie Boone
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,Muito bom,6,1.0,811,Argentina,Mendoza Province,Michael Schachner
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,Bom,5,43.0,810,Germany,Mosel,Anna Lee C. Iijima
7.4,0.37,0.43,2.6,0.08199999999999999,18.0,82.0,0.99708,3.33,0.68,9.7,Muito bom,6,35.0,809,US,Washington,Sean P. Sullivan
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,Bom,5,44.0,808,US,Oregon,Paul Gregutt
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,Muito bom,6,,807,France,Bordeaux,Roger Voss
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,Bom,5,3.0,806,US,Washington,Sean P. Sullivan
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,Muito bom,6,29.0,805,US,California,Matt Kettmann
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,Bom,5,8.0,804,France,Bordeaux,Roger Voss
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,Bom,5,10.0,803,France,Bordeaux,Roger Voss
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,Excelente,7,43.0,802,France,Bordeaux,Roger Voss
9.4,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,Muito bom,6,32.0,801,France,Bordeaux,Roger Voss
9.4,0.5,0.34,3.6,0.08199999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,Muito bom,6,37.0,800,France,Bordeaux,Roger Voss
7.2,0.61,0.08,4.0,0.08199999999999999,26.0,108.0,0.99641,3.25,0.51,9.4,Bom,5,29.0,799,US,California,Matt Kettmann
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,Bom,5,35.0,798,US,California,Virginie Boone
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,Excelente,7,15.0,797,France,Beaujolais,Roger Voss
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,Muito bom,6,38.0,796,US,Washington,Sean P. Sullivan
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,Muito bom,6,26.0,795,US,Washington,Sean P. Sullivan
8.2,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,0.99356,3.33,0.7,12.8,Excelente,7,17.0,794,US,Oregon,Paul Gregutt
8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5,Excelente,7,19.0,793,US,California,Jim Gordon
8.2,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,0.99356,3.33,0.7,12.8,Excelente,7,17.0,792,Australia,Victoria,Joe Czerwinski
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,Bom,5,5.0,791,Italy,Central Italy,Kerin O’Keefe
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,Muito bom,6,19.0,790,Spain,Central Spain,Michael Schachner
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,Bom,5,27.0,789,US,California,Virginie Boone
12.9,0.5,0.55,2.8,0.07200000000000001,7.0,24.0,1.00012,3.09,0.68,10.9,Muito bom,6,46.0,788,Germany,Franken,Anna Lee C. Iijima
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,Bom,5,26.0,787,US,California,Jim Gordon
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,Regular,4,18.0,786,Australia,South Australia,Joe Czerwinski
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,Muito bom,6,14.0,785,Italy,Tuscany,Kerin O’Keefe
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,Bom,5,39.0,784,US,Washington,Sean P. Sullivan
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,Muito bom,6,28.0,783,US,New York,Anna Lee C. Iijima
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,Muito bom,6,42.0,782,Chile,Colchagua Valley,Michael Schachner
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,Bom,5,28.0,781,France,Beaujolais,Roger Voss
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,Bom,5,21.0,780,France,Southwest France,Roger Voss
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,Bom,5,3.0,779,Spain,Northern Spain,Michael Schachner
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,Excelente,7,35.0,778,Spain,Catalonia,Michael Schachner
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,Bom,5,33.0,777,Italy,Tuscany,Kerin O’Keefe
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,Bom,5,45.0,776,US,California,Matt Kettmann
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,Bom,5,26.0,775,US,California,Jim Gordon
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,Bom,5,34.0,774,Italy,Tuscany,Kerin O’Keefe
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,Excelente,7,26.0,773,Italy,Tuscany,Kerin O’Keefe
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,Bom,5,44.0,772,Chile,Curicó Valley,Michael Schachner
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,Excepcional,8,3.0,771,France,Southwest France,Roger Voss
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,Muito bom,6,7.0,770,US,Washington,Paul Gregutt
7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,Regular,4,7.0,769,France,Beaujolais,Roger Voss
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,Muito bom,6,49.0,768,France,Beaujolais,Roger Voss
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,Péssimo,3,7.0,767,France,Beaujolais,Roger Voss
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,Regular,4,15.0,766,Italy,Piedmont,Kerin O’Keefe
8.8,0.685,0.26,1.6,0.08800000000000001,16.0,23.0,0.99694,3.32,0.47,9.4,Bom,5,38.0,765,Chile,Loncomilla Valley,Michael Schachner
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,Bom,5,21.0,764,France,Beaujolais,Roger Voss
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,Excelente,7,33.0,763,Spain,Catalonia,Michael Schachner
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,Excelente,7,43.0,762,Spain,Catalonia,Michael Schachner
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,Excelente,7,42.0,761,US,Washington,Paul Gregutt
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,Bom,5,4.0,760,US,New York,Anna Lee C. Iijima
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,Excelente,7,23.0,759,France,Beaujolais,Roger Voss
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,Bom,5,33.0,758,US,California,Jim Gordon
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,Muito bom,6,44.0,757,France,Beaujolais,Roger Voss
7.1,0.685,0.35,2.0,0.08800000000000001,9.0,92.0,0.9963,3.28,0.62,9.4,Bom,5,11.0,756,US,Washington,Paul Gregutt
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,Muito bom,6,27.0,755,Italy,Sicily & Sardinia,Kerin O’Keefe
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,Bom,5,31.0,754,Italy,Sicily & Sardinia,Kerin O’Keefe
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,Bom,5,34.0,753,France,Alsace,Anne Krebiehl MW
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,Muito bom,6,38.0,752,France,Alsace,Anne Krebiehl MW
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,Bom,5,31.0,751,France,Burgundy,Roger Voss
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,Bom,5,30.0,750,France,Burgundy,Roger Voss
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,Bom,5,49.0,749,France,Burgundy,Roger Voss
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,Bom,5,17.0,748,France,Burgundy,Roger Voss
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,Bom,5,45.0,747,France,Alsace,Anne Krebiehl MW
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,Muito bom,6,3.0,746,Germany,Mosel,Anna Lee C. Iijima
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,Muito bom,6,24.0,745,US,California,Jim Gordon
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,Excelente,7,13.0,744,US,California,Matt Kettmann
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,Muito bom,6,38.0,743,Italy,Southern Italy,Kerin O’Keefe
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,Excelente,7,33.0,742,US,California,Matt Kettmann
11.7,0.28,0.47,1.7,0.054000000000000006,17.0,32.0,0.99686,3.15,0.67,10.6,Excelente,7,4.0,741,US,Oregon,Paul Gregutt
6.8,0.56,0.22,1.8,0.07400000000000001,15.0,24.0,0.99438,3.4,0.82,11.2,Muito bom,6,12.0,740,US,California,Virginie Boone
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,Bom,5,49.0,739,US,California,Matt Kettmann
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,Muito bom,6,35.0,738,Italy,Sicily & Sardinia,Kerin O’Keefe
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,Bom,5,8.0,737,Italy,Sicily & Sardinia,Kerin O’Keefe
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,Bom,5,38.0,736,US,California,Matt Kettmann
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,Bom,5,9.0,735,Germany,Ahr,Anna Lee C. Iijima
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,Bom,5,21.0,734,Italy,Sicily & Sardinia,Kerin O’Keefe
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,Muito bom,6,2.0,733,Australia,South Australia,Joe Czerwinski
6.9,0.51,0.23,2.0,0.07200000000000001,13.0,22.0,0.99438,3.4,0.84,11.2,Muito bom,6,27.0,732,US,Oregon,Paul Gregutt
6.8,0.56,0.22,1.8,0.07400000000000001,15.0,24.0,0.99438,3.4,0.82,11.2,Muito bom,6,17.0,731,Chile,Colchagua Valley,Michael Schachner
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,Muito bom,6,20.0,730,US,California,Matt Kettmann
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,Muito bom,6,6.0,729,US,California,Jim Gordon
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,Bom,5,49.0,728,US,California,Virginie Boone
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,Regular,4,29.0,727,US,Oregon,Paul Gregutt
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,Excelente,7,32.0,726,Hungary,Tokaji,Jeff Jenssen
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,Excelente,7,47.0,725,Portugal,Douro,Roger Voss
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,Excelente,7,17.0,724,Portugal,Douro,Roger Voss
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,Regular,4,2.0,723,Spain,Catalonia,Michael Schachner
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,Muito bom,6,4.0,722,Italy,Tuscany,
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,Muito bom,6,45.0,721,France,Bordeaux,Roger Voss
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,Bom,5,9.0,720,France,Bordeaux,Roger Voss
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,Bom,5,6.0,719,US,California,
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,Muito bom,6,37.0,718,Spain,Catalonia,Michael Schachner
8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,Muito bom,6,2.0,717,US,California,
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,Bom,5,49.0,716,Italy,Tuscany,
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,Muito bom,6,18.0,715,US,California,
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,Bom,5,46.0,714,US,California,
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,Muito bom,6,2.0,713,France,Languedoc-Roussillon,Lauren Buzzeo
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,Excelente,7,46.0,712,Portugal,Douro,Roger Voss
6.8,0.57,0.0,2.5,0.07200000000000001,32.0,64.0,0.99491,3.43,0.56,11.2,Muito bom,6,25.0,711,US,Washington,Paul Gregutt
10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,Bom,5,25.0,710,US,California,
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,Bom,5,30.0,709,US,California,
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,Bom,5,33.0,708,US,California,
10.1,0.45,0.23,1.9,0.08199999999999999,10.0,18.0,0.99774,3.22,0.65,9.3,Muito bom,6,33.0,707,US,Washington,Paul Gregutt
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,Bom,5,13.0,706,Australia,Australia Other,Joe Czerwinski
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,Muito bom,6,35.0,705,Italy,Tuscany,
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,Muito bom,6,48.0,704,Italy,Tuscany,
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,Excelente,7,21.0,703,US,California,Virginie Boone
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,Muito bom,6,41.0,702,US,Washington,Paul Gregutt
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,Excelente,7,42.0,701,Italy,Tuscany,
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,Péssimo,3,12.0,700,Italy,Tuscany,
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,Bom,5,31.0,699,Spain,Catalonia,Michael Schachner
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,Excelente,7,18.0,698,Portugal,Douro,Roger Voss
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,Excelente,7,6.0,697,US,Texas,Alexander Peartree
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,Excelente,7,28.0,696,Germany,Nahe,Anna Lee C. Iijima
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,Excelente,7,23.0,695,Italy,Piedmont,Kerin O’Keefe
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,Bom,5,3.0,694,US,Texas,Alexander Peartree
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,Bom,5,44.0,693,US,Texas,Alexander Peartree
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,Muito bom,6,38.0,692,Portugal,Vinho Verde,Roger Voss
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,Muito bom,6,11.0,691,Italy,Piedmont,Kerin O’Keefe
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,Muito bom,6,21.0,690,Italy,Piedmont,Kerin O’Keefe
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,Muito bom,6,40.0,689,Argentina,Mendoza Province,Michael Schachner
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,Muito bom,6,35.0,688,France,France Other,Lauren Buzzeo
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,Muito bom,6,1.0,687,US,Oregon,Paul Gregutt
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,Excelente,7,26.0,686,,,Mike DeSimone
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,Muito bom,6,45.0,685,Argentina,Other,Michael Schachner
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,Muito bom,6,16.0,684,US,Oregon,Paul Gregutt
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,Bom,5,30.0,683,US,Oregon,Paul Gregutt
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,Muito bom,6,30.0,682,Italy,Piedmont,Kerin O’Keefe
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,Muito bom,6,41.0,681,Italy,Piedmont,Kerin O’Keefe
8.4,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,0.99504,3.38,0.89,11.8,Muito bom,6,3.0,680,Argentina,Mendoza Province,Michael Schachner
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,Bom,5,46.0,679,Australia,Australia Other,Joe Czerwinski
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,Muito bom,6,15.0,678,Portugal,Tejo,Roger Voss
8.4,0.62,0.12,1.8,0.07200000000000001,38.0,46.0,0.99504,3.38,0.89,11.8,Muito bom,6,16.0,677,Argentina,Mendoza Province,Michael Schachner
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,Muito bom,6,12.0,676,Portugal,Tejo,Roger Voss
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,Bom,5,38.0,675,Australia,South Australia,Joe Czerwinski
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,Excelente,7,40.0,674,US,California,Jim Gordon
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,Muito bom,6,16.0,673,Argentina,Mendoza Province,Michael Schachner
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,Regular,4,41.0,672,Portugal,Vinho Verde,Roger Voss
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,Bom,5,44.0,671,Italy,Piedmont,Kerin O’Keefe
